Code;FacNom;FacAdr;FacSuiteAdr;FacCp;FacVille;Expr1006;FacInterloc;LivNom;LivCivilite;LivAdr;LivSuiteAdr;LivCp;LivVille;FacTel;LivPortable;LivInterloc
32370;MAIRIE DE MARTIGNAS-SUR-JALLE;PLACE CHARLES DE GAULLE;;33127;MARTIGNAS-SUR-JALLE;05 57 97 74 90;MAIRIE DE MARTIGNAS-SUR-JALLE;MAIRIE DE MARTIGNAS-SUR-JALLE;;PLACE CHARLES DE GAULLE;;33127;MARTIGNAS-SUR-JALLE;05 57 97 74 90;;MAIRIE DE MARTIGNAS-SUR-JALLE
32400;MAYON LAURENT SELARL;54 COURS GEORGES CLEMENCEAU;;33000;BORDEAUX;05 56 48 23 60;PATRICIA HAMDI;SELARL L  MAYON;;54 COURS GEORGES CLEMENCEAU;;33000;BORDEAUX;05 56 48 23 60;;SYLVIE DHAM
32410;MESOLIA HABITAT;16 - 20 RUE HENRI EXPERT;;33082;BORDEAUX CEDEX;05 56 11 50 59;MME LABAT;MESOLIA HABITAT;;16 - 20 RUE HENRI EXPERT;;33082;BORDEAUX CEDEX;05 56 11 50 59;;GRELIER
32440;MOTO SCOOT 33;9 RUE FRANCIS GARNIER;POLE MOTOS;33300;BORDEAUX;05 56 04 10 00;M. FRANCK REIGNIER;MOTO SCOOT 33;;9 RUE FRANCIS GARNIER;POLE MOTOS;33300;BORDEAUX;05 56 04 10 00;;MOTO SCOOT 33
32460;CHAMBRE DES NOTAIRES;DE LA GIRONDE;6 RUE MABLY CS 31454;33064;BORDEAUX CEDEX;05 56 48 00 75;M GEORGES;CHAMBRE DES NOTAIRES;;DE LA GIRONDE;6 RUE MABLY;33000;BORDEAUX;05 56 48 00 75;;CHAMBRE DES NOTAIRES
32470;LE NOUVEL;7 RUE MIREPORT;;33310;LORMONT;05 56 38 27 26;MARIE;LE NOUVEL;;7 RUE MIREPORT;;33310;LORMONT;05 56 38 27 26;;UNIQUEMENT APRES 18H
32480;GROUPE ONE POINT;EUROPARC;28 AVENUE LEONARD DE VINCI;33600;PESSAC;05 57 26 37 37;DEL VALLE;GROUPE ONE POINT;;EUROPARC;28 AVENUE LEONARD DE VINCI;33600;PESSAC;05 57 26 37 37;;DEL VALLE
32490;CRECHE PITCHOUN;154 AVENUE CHARLES DE GAULLE;;33200;BORDEAUX;05 57 01 99 94;MICOULIN;CRECHE PITCHOUN;;16 RUE DE NUIT;;33100;BORDEAUX BASTIDE;05 57 01 99 94;;Mme HERRERA
32500;HABITAT PLUS;60 AVENUE DU DR  NANCEL PENARD;;33600;PESSAC;05 56 24 61 08;M.;HABITAT PLUS;;60 AVENUE DU DR  NANCEL PENARD;;33600;PESSAC;05 56 24 61 08;;HABITAT PLUS
32530;AXA ASSURANCES;POUMEY ERIC;23 PLACE DES MARTYRS DE LA RES;33000;BORDEAUX;05 56 24 23 93;M.;ERIC POUMEY;;AXA ASSURANCES;23 PLACE DES MARTYRS DE LA RES;33000;BORDEAUX;05 56 24 23 93;;ERIC POUMEY
32540;RESTAURANT INTER ADMINISTRATIF;RESTAURANT INTER ADMINISTRATIF;2 ESPLANADE CHARLES DE GAULLE;33077;BORDEAUX CEDEX;05 56 24 50 04;KARIM/CELIA;RESTAURANT INTER ADMINISTRATIF;;RESTAURANT DE LA PREFECTURE;RUE DU CORPS FRANCS POMMIES;33077;BORDEAUX CEDEX;05 56 24 50 04;;RESTAURANT INTER ADMINISTRATIF
32560;PUJOS/ALLARD-GARY/CASSANG/;LALANNE;32 PLACE GAMBETTA;33000;BORDEAUX;05 56 81 67 09;MME CHAUPRADE;PUJOS/ALLARD-GARY/CASSANG/;;LALANNE;32 PLACE GAMBETTA;33000;BORDEAUX;05 56 81 67 09;;S C M
32570;PUYBARAUD - LEVY;AVOCATS A LA COUR;4 PLACE DES GRANDS HOMMES;33000;BORDEAUX;05 56 48 64 64;M.;S C P PUYBARAUD - LEVY;;AVOCATS A LA COUR;4 PLACE DES GRANDS HOMMES;33000;BORDEAUX;05 56 48 64 64;;S C P PUYBARAUD - LEVY
32590;CE RADIO FRANCE;95 RUE JUDAIQUE;;33000;BORDEAUX;05 56 93 11 07;M.;CE RADIO FRANCE;;95 RUE JUDAIQUE;;33000;BORDEAUX;05 56 93 11 07;;CE RADIO FRANCE
32600;GROUPE REAUMUR SAS;29 RUE ESPRIT DES LOIS;;33000;BORDEAUX;05 56 00 78 50;M.;GROUPE REAUMUR SAS;;29 RUE ESPRIT DES LOIS 2 ETAGE;;33000;BORDEAUX;05 56 00 78 50;;GROUPE REAUMUR SAS
32610;REGIE DE QUARTIER;HABITER BACALAN;176 RUE ACHARD  BAT I-J;33300;BORDEAUX;05 56 39 26 27;KARIMA;REGIE DE QUARTIER;;HABITER BACALAN;176 RUE ACHARD  BAT I-J;33300;BORDEAUX;05 56 39 26 27;;Mr ROGER
32630;RESSIE EUGENIE;AVOCAT A LA COUR;15 RUE LEON  BLUM;33150;CENON;05 56 77 42 72;M.;EUGENIE RESSIE;;AVOCAT A LA COUR;15 RUE LEON BLUM;33150;CENON;05 56 77 42 72;;EUGENIE RESSIE
32650;REY DOMINIQUE;90 RUE MAURICE;;33300;BORDEAUX;;M.;MONSIEUR REY DOMINIQUE;;90 RUE MAURICE;;33300;BORDEAUX;;;MONSIEUR REY DOMINIQUE
32660;MAITRE RIVIERE;AVOCAT A LA COUR;37 RUE DU GENERAL LARMINAT;33000;BORDEAUX;;ME RIVIERE;MAITRE RIVIERE;;AVOCAT A LA COUR;37 RUE DU GENERAL LARMINAT;33000;BORDEAUX;;;MAITRE RIVIERE
32670;PHARMACIE ROUMAZEILLES;6 RUE DU PALAIS GALLIEN;;33000;BORDEAUX;05 56 44 26 67;M.;PHARMACIE ROUMAZEILLES;;6 RUE DU PALAIS GALLIEN;;33000;BORDEAUX;05 56 44 26 67;;PHARMACIE ROUMAZEILLES
32690;SAMEG;19 RUE DE FLEURENNE - Z I B P;ZI B P 86;33293;BLANQUEFORT CEDEX;05 56 35 39 78;KARINE;SAMEG;;19 RUE DE FLEURENNE;ZI B P 86;33293;BLANQUEFORT CEDEX;05 56 35 39 78;;M.
32710;SIRATECH;120 RUE ACHARD;;33300;BORDEAUX;05 56 43 41 60;PATRICIA;SIRATECH;;120 RUE ACHARD;;33300;BORDEAUX;05 56 43 41 60;;SIRA AQUITAINE  PATRICIA
32730;CF GEDIS;31 RUE TOURAT;;33000;BORDEAUX;05 56 01 10 10;SYLVIE EHRET;CF GEDIS;;31 RUE TOURAT;;33000;BORDEAUX;05 56 01 10 10;;EHRET SYLVIE
32740;CE ARIANE GROUP;SITE DU HAILLAN;LES 5 CHEMINS- RUE DE TOUBAN;33185;LE HAILLAN;05 57 20 87 13;M.;CE ARIANE GROUP;;SITE DU HAILLAN;LES 5 CHEMINS- RUE DE TOUBAN;33185;LE HAILLAN;05 57 20 87 13;;SNECMA PROPULSION SOLIDE
32750;ENELAT SUD-OUEST;4 RUE GASPARD MONGE;BP 60097;33605;PESSAC CEDEX;05 57 89 10 90;M.;ENELAT SUD OUEST;;4/6 RUE GASPARD MONGE;BP 60097;33605;PESSAC CEDEX;05 57 89 10 90;;FLORENCE COLLIN
32760;SOS SINISTRE;LES JARDINS DE GAMBETTA;74 RUE GEORGES BONNAC;33000;BORDEAUX;05 56 24 42 08;M.;S O S  SINISTRE;;LES JARDINS DE GAMBETTA;74 RUE GEORGES BONNAC;33000;BORDEAUX;05 56 24 42 08;;S O S  SINISTRE
32770;SOULE MICHEL;ARCHITECTE - URBANISTE;206 AVENEUE SALVADOR ALLENDE;33130;BEGLES;05 57 59 18 18;M.;MICHEL SOULE;;ARCHITECTE - URBANISTE;206 AVENEUE SALVADOR ALLENDE;33130;BEGLES;05 57 59 18 18;;MICHEL SOULE
32780;SOUCHON-RECEPTION;ZI D'ANGLUMEAU;2 IMPASSE ROUDET;33450;IZON;05 57 51 05 20;DUVERGER;SOUCHON-RECEPTION;;ZI D'ANGLUMEAU;2 IMPASSE ROUDET;33450;IZON;05 57 51 05 20;;SARL SOUCHON-RECEPTION
32790;CE GO SPORT FRANCE;C C MERIGNAC SOLEIL;;33692;MERIGNAC CEDEX;05 56 47 88 77;M.;CE GO SPORT FRANCE;;C C MERIGNAC SOLEIL;;33692;MERIGNAC CEDEX;05 56 47 88 77;;CE GO SPORT FRANCE
32800;PATRIMOINE SPQR;3 AVENUE DE LA FORET;;33700;MERIGNAC;05 57 81 77 77;M.;PATRIMOINE SPQR;;3 AVENUE DE LA FORET;;33700;MERIGNAC;05 57 81 77 77;;PATRIMOINE SPQR
32810;PREFERENCE 33;9 BIS RUE FRANCIS GARNIER;;33300;BORDEAUX - LAC;05 56 11 30 30;M.;PREFERENCE 33;;9 BIS RUE FRANCIS GARNIER;;33300;BORDEAUX-LAC;05 56 11 30 30;;STEPHANIE MAESTRON
32820;STYLE INFORMATIQUE;PHILIPE LEBLANC;9 RUE BUCHOU;33800;BORDEAUX;;M.;POINT SOLEIL;;11 RUE HONORE PICON;9 RUE BUCHOU;33100;BORDEAUX BASTIDE;;;STYLE INFORMATIQUE
32840;T2TI;194 bis AVENUE de ST MEDARD;;33320;EYSINES;05 56 28 97 26;NADEGE PICHON;T2TI;;194 bis AVENUE de ST MEDARD;;33320;EYSINES;05 56 28 97 26;;Nadege PICHON
32880;THOMAS INGRID;AVOCAT A LA COUR;1 RUE CASTILLON;33000;BORDEAUX;05 56 30 89 56;THOMAS INGRID;THOMAS INGRID;;AVOCAT A LA COUR;1 RUE CASTILLON;33000;BORDEAUX;05 56 30 89 56;;THOMAS INGRID
32890;TOMASOL;129 RUE STEHELIN;;33200;BORDEAUX;05 56 16 45 05;TOMASOL;TOMASOL;;129 RUE STEHELIN;;33200;BORDEAUX;05 56 16 45 05;;BARES ALAIN
32900;TOP SERVICE;CORDONNERIE;CLE C C AUCHAN;33270;BOULIAC;05 56 20 57 76;M.;TOP SERVICE;;CORDONNERIE;CLE C C AUCHAN;33270;BOULIAC;05 56 20 57 76;;MONSIEUR ISARTIER
32910;TOP SERVICE;CORDONNERIE;CLES C C LECLERC MOLEON;33210;LANGON;05 56 20 57 76;M.;SARL TOP SERVICE;;CORDONNERIE;CLES C C LECLERC MOLEON;33210;LANGON;05 56 20 57 76;;SARL TOP SERVICE
32920;TOSHIBA - TOUCOPY - SODEB;197 AVENUE DES ETATS-UNIS;8 RUE THALES;31200;TOULOUSE;;M.;TOSHIBA - TOUCOPY - SODEB;;PARC CHATEAU ROUQUET-ORION 1;8 RUE THALES;33700;MERIGNAC;;;Nathalie GICEWICZ
32930;HOTEL DE LA TOUR INTENDANCE;14 RUE VIEILLE TOUR;;33000;BORDEAUX;05 56 44 56 56;M.;HOTEL DE LA TOUR INTENDANCE;;14 RUE VIEILLE TOUR;;33000;BORDEAUX;05 56 44 56 56;;HOTEL DE LA TOUR INTENDANCE
32940;TRADITIA;127 RUE DE TURENNE;;33000;BORDEAUX;05 57 81 82 83;M.;SARL TRADITIA;;127 RUE DE TURENNE;;33000;BORDEAUX;05 57 81 82 83;;SARL TRADITIA
32950;TRADITIA IMMOBILIER;127 RUE DE TURENNE;;33000;BORDEAUX;05 57 81 82 83;HELENE DUPUY;TRADITIA IMMOBILIER;;127 RUE DE TURENNE;;33000;BORDEAUX;05 57 81 82 83;;M.
32970;TSE ERIC;AVOCAT A LA COUR;32 RUE VITAL CARLES;33000;BORDEAUX;05 57 10 87 36;M.;TSE ERIC;;AVOCAT A LA COUR;32 RUE VITAL CARLES;33000;BORDEAUX;05 57 10 87 36;;TSE ERIC
32980;U.I.M.M   GIRONDE- LANDES;MAISON DE L'INDUSTRIE;35 37  AVE  MARYSE BASTIE BP 75;33523;BRUGES CEDEX;05 56 57 44 35;Nathalie NIETO/Isabelle CHRETI;U.I.M.M   GIRONDE- LANDES;;MAISON DE L'INDUSTRIE;35 37  AVE  MARYSE BASTIE BP 75;33523;BRUGES CEDEX;05 56 57 44 35;;Nathalie NIETO/Isabelle CHRETI
33000;UPPI;33 RUE RAMONET;;33000;BORDEAUX;05 57 87 55 95;M.;UPPI;;33 RUE RAMONET;;33000;BORDEAUX;05 57 87 55 95;;UPPI
33020;VITAL-MAREILLE ELODIE;AVOCAT A LA COUR;3 RUE LAFAYETTE;33000;BORDEAUX;05 56 44 66 90;DELPHINE MERCIER;ELODIE VITAL-MAREILLE;;5 EME ETAGE ASCENSEUR AVOCAT A;3 RUE LAFAYETTE;33000;BORDEAUX;05 56 44 66 90;;ELODIE
33030;VOYAGIS;CHARTERS&VOYAGES;7 RUE DU CDT COUSTEAU;33100;BORDEAUX;05 56 79 77 77;M.;VOYAGIS;;CHARTERS&VOYAGES;7 RUE DU CDT COUSTEAU;33100;BORDEAUX;05 56 79 77 77;;M.
33032;SACIF;371 BOULEVARD WILSON;;33200;BORDEAUX;05 56 44 05 84;M.;SACIF;;371 BOULEVARD WILSON;;33200;BORDEAUX;05 56 44 05 84;;Adresse principale a completer
33035;BISTRO REGENT - SARL VANHOVE;22 RUE VITAL CARLES;;33000;BORDEAUX;05 57 14 31 73;SYLVIE SOUQUE;BISTRO REGENT - SARL VANHOVE;;22 RUE VITAL CARLES;;33000;BORDEAUX;05 57 14 31 73;;SYLVIE SOUQUE
33039;GCIF;11/19 RUE EDMOND BESSES;;33300;BORDEAUX;05 56 69 95 96;MR HUET SYLVAIN;GCIF;;11/19 RUE EDMOND BESSES;;33300;BORDEAUX;05 56 69 95 96;;M.
33043;FRANCEL S.A;156 RUE EMILE COMBES;;33000;BORDEAUX;05 56 96 36 03;MR&MME MOLINIE;FRANCEL S A;;8 AVENUE DE LIBERATION;;33110;LE BOUSCAT;05 56 96 36 03;;M.
33044;L EPI GAULOIS;SARL LA CROUSTANTINE;12 RUE GEORGES BONNAC;33000;BORDEAUX;05 56 52 46 05;MR FROMENT MR MAURY;L EPI GAULOIS;;SARL LA CROUSTANTINE;12 RUE GEORGES BONNAC;33000;BORDEAUX;05 56 52 46 05;;M.
33055;CHABIRON JULIEN;ROUTE D'ARSAC;LOT LE CLOS DE LA FONTAINE N15;33480;AVENSAN;;M.;CHABIRON JULIEN;;ROUTE D'ARSAC;LOT LE CLOS DE LA FONTAINE N15;33480;AVENSAN;;;CHABIRON JULIEN
33057;HOTEL CONTINENTAL;10 RUE MONSTESQUIEU;;33000;BORDEAUX;05 56 52 66 00;M.;HOTEL CONTINENTAL;;10 RUE MONSTESQUIEU;;33000;BORDEAUX;05 56 52 66 00;;M.
33060;DIVERS FOURNISSEURS;;;;;;M.;DIVERS FOURNISSEURS;;;;;;;;M.
33064;CLIENT DIVERS;;;;;;M.;CLIENT DIVERS;;;;;;;;M.
33065;HOTEL CLEMENCEAU;4 COURS GEORGES CLEMENCEAU;;33000;BORDEAUX;05 56 52 98 98;M.;HOTEL CLEMENCEAU;;4 COURS GEORGES CLEMENCEAU;;33000;BORDEAUX;05 56 52 98 98;;M.
33068;VIVRADOMICILE;28 BIS RUE BRUN;;33800;BORDEAUX;05 56 92 62 77;MONSIEUR BENICHOU;VIVRADOMICILE;;6 RUE JEAN BURGUET;;33000;BORDEAUX;05 56 92 62 77;;M.
33069;SNC COGEDIM GESTION;Service comptabilite;46 BLD DE STRASBOURG - BP88006;31080;TOULOUSE CEDEX 6;05 56 00 13 70;SANDRINE FRANCOIS;COGEDIM GESTION;;29 RUE ESPRIT DES LOIS;5 ETAGES;33000;BORDEAUX;05 56 00 13 70;;M.
33070;GRAPHICOLOR;176 RUE ACHARD;;33300;BORDEAUX;05 56 24 44 44;M.;GRAPHICOLOR;;176 RUE ACHARD;;33300;BORDEAUX;05 56 24 44 44;;M.
33072;DIVERS CLIENT T3;;;;;;M.;DIVERS CLIENT T3;;;;;;;;M.
33073;ATELIER-MICRO.COM;69 RUE DES TROIS CONILS;;33000;BORDEAUX;05 56 52 07 85;JEROME MERLIERE;ATELIER-MICRO.COM;;69 RUE DES TROIS CONILS;;33000;BORDEAUX;05 56 52 07 85;;MERLIERE
33075;DIVERS CLIENT T4;;;;;;M.;DIVERS CLIENT T4;;;;;;;;M.
33076;CROSS AQUITAINE;MAISON DES SPORTS D AQUITAINE;119 BD DU PRESIDENT WILSON;33200;BORDEAUX;05 57 22 42 00;M.;CROSS AQUITAINE;;MAISON DES SPORTS D AQUITAINE;119 BD DU PRESIDENT WILSON;33200;BORDEAUX;05 57 22 42 00;;M.
33078;MAITRE LEDERMANN;50 RUE DE LALANDE;;33000;BORDEAUX;05 57 14 33 38;M.;MAITRE LEDERMANN;;50 RUE DE LALANDE;;33000;BORDEAUX;05 57 14 33 38;;M.
33080;SBI;ZI LES AUGUSTINS;;33360;LATRESNE;09 51 64 68 94;Carole;SBI;;ZI LES AUGUSTINS;;33360;LATRESNE;09 51 64 68 94;;M.
33082;SELARL AUDEBERT;5 RUE PAUL BERT;;33110;LE BOUSCAT;05 56 44 40 40;M.;SELARL AUDEBERT;;5 RUE PAUL BERT;;33110;LE BOUSCAT;05 56 44 40 40;;M.
33087;LES ZELLES ( EURAL );SITE DE BORDEAUX;27-33 RUE RENE MAGNE;33083;BORDEAUX CIDEX  152;05 56 11 32 32;EMILIE LEZEAU LAWSON;LES ZELLES;;31 - 33 RUE RENE MAGNE;27-33 RUE RENE MAGNE;33300;BORDEAUX;05 56 11 32 32;;Isabelle armisen
33090;FIRSTEP EN ANGLAIS;79 RUE DE LA CROIX BLANCHE;;33000;BORDEAUX;09 50 56 00 57;M.;FIRSTEP EN ANGLAIS;;79 RUE DE LA CROIX BLANCHE;;33000;BORDEAUX;09 50 56 00 57;;FIRSTEP EN ANGLAIS
33092;AGENCE COTE OUEST;CREATEUR D EVENEMENTS;110 QUAI DES CHARTRONS;33300;BORDEAUX;05 56 50 06 63;MILTENBERGER;AGENCE COTE OUEST;;CREATEUR D EVENEMENTS;110 QUAI DES CHARTRONS;33300;BORDEAUX;05 56 50 06 63;;AGENCE COTE OUEST
33093;ART DE FRANCE;ZI DE BLANQUEFORT;1 RUE J F DE LA PEROUSE;33290;BLANQUEFORT;05 56 35 17 88;CHRISTINE DA COSTA;ART DE FRANCE;;1 RUE J F DE LA PEROUSE;1 RUE J F DE LA PEROUSE;33290;BLANQUEFORT;05 56 35 17 88;;CHRISTINE DA COSTA
33095;MARIE D LAB;2 PLACE TARTAS;;33000;BORDEAUX;05 56 51 47 43;M.;MARIE D LAB;;2 PLACE TARTAS;;33000;BORDEAUX;05 56 51 47 43;;ISABELLE BELKACEM
33098;GRAND SUD IMMOBILER;1 BOULEVARD GEORGES V;;33000;BORDEAUX;05 56 93 82 82;M.;GRAND SUD IMMOBILER;;1 BOULEVARD GEORGES V;;33000;BORDEAUX;05 56 93 82 82;;M.
33099;SCM DU 29;29 PLACE PEY BERLAND;;33000;BORDEAUX;05 56 44 47 68;M.;ARCHIGRAPHE STUDIO;;29 PLACE PEY BERLAND;;33000;BORDEAUX;05 56 44 47 68;;M.
33100;DOCTEUR FRANCK;45 COURS DU MARECHAL FOCH;;33000;BORDEAUX;05 56 52 21 27;M.;DOCTEUR FRANCK;;45 COURS DU MARECHAL FOCH;;33000;BORDEAUX;05 56 52 21 27;;M.
33103;MAATEIS;29 PLACE GAMBETTA;;33000;BORDEAUX;05 56 44 23 50;STEPHAN DARRACQ;MAITRE DARRACQ-SCP MAATEIS;;29 PLACE GAMBETTA;;33000;BORDEAUX;05 56 44 23 50;;M.
33104;BORDEAUX PIANOS;57 COURS D ALBRET;;33000;BORDEAUX;05 56 96 73 59;M.;BORDEAUX PIANOS;;57 COURS D ALBRET;;33000;BORDEAUX;05 56 96 73 59;;M.
33107;SERUM PRESSE;IMMEUBLE INNOLAC TECNOLAC;1 AV DU PROFESSEUR G JEANNENEY;33300;BORDEAUX;05 56 50 02 02;M.;SERUM PRESSE;;IMMEUBLE INNOLAC TECNOLAC;1 AV DU PROFESSEUR G JEANNEREY;33300;BORDEAUX;05 56 50 02 02;;Mlle Sabrina VINCENT
33109;SALI AMBULANCES COSTA;10 PLACE DELATTRE DE TASSIGNY;;33250;PAUILLAC;05 56 59 05 32;M.;AMBULANCES COSTA AAMU;;10 PLACE DELATTRE DE TASSIGNY;;33250;PAUILLAC;05 56 59 05 32;;SALI AMBULANCES COSTA
33110;N.M.B. - EXPERTISE COMPTABLE;IM LE TITANIUM-ZA LA GARDETTE;RUE CANTELAUDETTE;33310;LORMONT;05 56 74 82 56;BERNARD NADAU;N M B  EXPERTISE COMPTABLE;;IM LE TITANIUM-ZA LA GARDETTE;RUE CANTELAUDETTE;33310;LORMONT;05 56 74 82 56;;ARLETTE , SANDRINE,
33112;SEGUELA HENRI;AVOCAT A LA COUR;6 BIS RUE DU TEMPLE;33000;BORDEAUX;05 56 48 63 00;HENRI SEGUELA;SEGUELA HENRI;;AVOCAT A LA COUR;6 BIS RUE DU TEMPLE;33000;BORDEAUX;05 56 48 63 00;;M.
33113;LACROUTS - MASSICAULT S.A;135 RUE DU TONDU;;33000;BORDEAUX;05 56 98 02 03;SYLVIANNE BARBAZANGE;LACROUTS MASSICAULT;;135 RUE TONDU;;33000;BORDEAUX;05 56 98 02 03;;LACROUTS - MASSICAULT S A
33118;ACCEUIL FAMILLES HOSPITALISES;65 RUE DE LA PELOUSE DE DOUET;;33000;BORDEAUX;05 56 93 17 33;M.;ACCEUIL FAMILLES HOSPITALISES;;65 RUE DE LA PELOUSE DE DOUET;;33000;BORDEAUX;05 56 93 17 33;;M.
33119;SEMPE VALERIE;AVOCAT A LA COUR;3 BIS COURS TOURNON;33000;BORDEAUX;05 57 10 20 30;M.;SEMPE VALERIE;;AVOCAT A LA COUR;3 BIS COURS TOURNON;33000;BORDEAUX;05 57 10 20 30;;M.
33120;MJPM - MANDATAIRE JUDICIAIRE;SAYO VIRGINIE;34 AVENUE DU GAL DE GAULLE;33310;LORMONT;06 74 73 94 31;SAYO VIRGINIE;MJPM MANDATAIRE JUDICIAIRE;;SAYO VIRGINIE;34 AV DU GAL DE GAULLE;33310;LORMONT;06 74 73 94 31;;M.
33121;CABINET MEDICAL DR CHARAVEL;25 RUE MABLY;25 RUE MABLY;33000;BORDEAUX;05 56 51 65 07;M.;CABINET MEDICAL;;DU DOCTEUR CHARAVEL;25 RUE MABLY;33000;BORDEAUX;05 56 51 65 07;;M.
33122;PHARMACIE PAUL DOUMER;134 COURS DE VERDUN;;33000;BORDEAUX;05 56 52 74 82;MME S�verine;PHARMACIE PAUL DOUMER;;134 COURS DE VERDUN;;33000;BORDEAUX;05 56 52 74 82;;PHARMACIE DUDON
33123;MAT - IN - BAT;110 RUE ACHARD - BAT F;;33300;BORDEAUX;05 57 81 98 98;M.;MAT - IN - BAT;;110 RUE ACHARD - BAT F;;33300;BORDEAUX;05 57 81 98 98;;BONNEFIN NELLY
33124;LE FESTIN;176 RUE ACHARD;BAT F;33300;BORDEAUX;05 57 10 58 66;Christelle BONTE;LE FESTIN;;176 RUE ACHARD;BAT F1;33300;BORDEAUX;05 57 10 58 66;;VIRGINIE GUINTANT
33125;BUILDIN BRITALAR DIVIMINHO ACE;3 RUE ROLLAND;;33000;BORDEAUX;05 56 30 92 38;BUILDIN BRITALAR DIVIMINHO ACE;BUILDIN BRITALAR DIVIMINHO ACE;;3 RUE ROLLAND;;33000;BORDEAUX;05 56 30 92 38;;BUILDIN BRITALAR DIVIMINHO ACE
33126;LA BORDELAISE DE L'IMMOBILIER;3 RUE LAFAURIE DE MONBADON;;33000;BORDEAUX;05 56 38 03 03;M.;LA BORDELAISE DE L'IMMOBILIER;;3 RUE LAFAURIE DE MONBADON;;33000;BORDEAUX;05 56 38 03 03;;M.
33127;BLAMM CHRISTOPHE;ARCHITECTE;29 RUE DANJOU;33000;BORDEAUX;05 56 23 54 89;M.;BLAMM CHRISTOPHE;;ARCHITECTE;29 RUE DANJOU;33000;BORDEAUX;05 56 23 54 89;;BOURGEOIS SANDRINE
33128;"""BERGERAT MONNOYEUR """"CAT";ZAC JEAN MERMOZ;103, AVENUE RENE ANTOUNE;33320;EYSINES;05 56 70 70 69;"""BERGERAT MONNOYEUR """"CAT";"""BERGERAT MONNOYEUR """"CAT";;ZAC JEAN MERMOZ;103, AVENUE RENE ANTOUNE;33320;EYSINES;05 56 70 70 69;;"""BERGERAT MONNOYEUR """"CAT"
33129;ARCHEOSPHERE;20 RUE SUFFREN;;33300;BORDEAUX;05 56 04 14 98;M.;ARCHEOSPHERE;;20 RUE SUFFREN;;33300;BORDEAUX;05 56 04 14 98;;ARCHEOSPHERE
33132;IKKS RETAIL                  H;94 RUE CHOLETAISE;;49450;SAINT MACAIRE EN MAUGES;05 56 81 82 53;M.;IKKS HOMME;;9 RUE VOLTAIRE;;33000;BORDEAUX;05 56 81 82 53;;EMILIE DONAMARY
33133;COTE BORDEAUX PLAISANCE;H29 BASSIN A FLOT;2 RUE LUCIEN FAURE;33300;BORDEAUX;05 56 50 89 73;M.;COTE BORDEAUX PLAISANCE;;H29 BASSIN A FLOT;2 RUE LUCIEN FAURE;33300;BORDEAUX;05 56 50 89 73;;COTE BORDEAUX PLAISANCE
33134;SCM CABINET DENTAIRE DU MEDOC;45 AVENUE DE LA LIBERATION;;33110;LE BOUSCAT;05 56 08 01 01;CORINNE DARDENNE;SCM CABINET DENTAIRE DU MEDOC;;45 AVENUE DE LA LIBERATION;;33110;LE BOUSCAT;05 56 08 01 01;;CORINNE DARDENNE
33137;RHENUS LOGISTIC;RUE DE BARCELONE BAT C;ZI BORDEAUX FRET   BP77;33523;BRUGES CEDEX;05 56 43 80 09;M.;RHENUS LOGISTIC;;RUE DE BARCELONE BAT C;ZI BORDEAUX FRET   BP77;33523;BRUGES CEDEX;05 56 43 80 09;;Mme THUNOT
33138;DUPIN;2 RUE DESCARTES;ZI DE BLANQUEFORT;33290;BLANQUEFORT;05 56 39 12 75;MME DUPIN NADIA;DUPIN;;2 RUE DESCARTES;ZI DE BLANQUEFORT;33290;BLANQUEFORT;05 56 39 12 75;;SDRIGOTTI DAMAIEN
33139;COLLEGE BLANQUI;75 RUE CHARLES MARTIN;;33300;BORDEAUX;05 56 50 82 28;MADAME BAECHELEN;COLLEGE BLANQUI;;75 RUE CHARLES MARTIN;;33300;BORDEAUX;05 56 50 82 28;;LASFARGUES ISABELLE
33140;V2VIN;;;;;;M.;V2VIN;;;;;;;;V2VIN
33141;SAFIR DENTAIRE;10 RUE FARADAY;;33700;MERIGNAC;05 57 19 36 22;MME PASTEUR;SAFIR DENTAIRE;;10 RUE FARADAY;;33700;MERIGNAC;05 57 19 36 22;;M.
33142;CSBG;P/D'ACTIVITE DE LA MORANDIERE;3-5 RUE COPERNIC;33185;LE HAILLAN;05 56 95 03 21;DUTUILE PHILIPPE;CSBG;;P/D'ACTIVITE DE LA MORANDIERE;3-5 RUE COPERNIC;33185;LE HAILLAN;05 56 95 03 21;;VAN MEIR ERIKA
33143;S.O.L;96 AVENUE PICOT;;33320;EYSINES;05 57 93 06 07;M.;S.O.L;;96 AVENUE PICOT;;33320;EYSINES;05 57 93 06 07;;S O L
33147;TOUT A DOM SERVICES;20 COURS SAINT LOUIS;;33000;BORDEAUX;05 56 43 18 04;MME BATISTA SOPHIE;TOUT A DOM SERVICES;;20 COURS SAINT LOUIS;;33000;BORDEAUX;05 56 43 18 04;;MME BATISTA SOPHIE
33148;IKKS RETAIL                  F;94 RUE CHOLETAISE;;49450;SAINT MACAIRE EN MAUGES;05 56 48 14 29;M.;IKKS FEMME;;20 COURS DE L'INTENDANCE;;33000;BORDEAUX;05 56 48 14 29;;EMILIE DONAMARY
